,SiteNo,DateFirst,SpeciesCode,ScientificName,Q1.,Q2.,Q3.,Q4.,Q5.,Q6.,Q7.,Q8.,Q9.,Q10.,Q11.,Q12.,Q13.,Q14.,Q15.,Q16.,Q17.,Q18.,Q19.,Q20.,Q21.,Q22.,Q23.,Q24.,Q25.,Q26.,Q27.,Q28.,Q29.,Q30.
507,ABS009,3/08/2022 0:00,CASY,Cassytha spp.,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
508,ABS009,3/08/2022 0:00,2343,Caustis recurvata,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1
509,ABS009,3/08/2022 0:00,1405,Conyza canadensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,ABS009,3/08/2022 0:00,3172,Dampiera purpurea,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,ABS009,3/08/2022 0:00,3174,Dampiera stricta,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0
512,ABS009,3/08/2022 0:00,2827,Daviesia ulicifolia,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1
513,ABS009,3/08/2022 0:00,12230,Dianella tenuissima,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,ABS009,3/08/2022 0:00,4946,Entolasia marginata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,ABS009,3/08/2022 0:00,4947,Entolasia stricta,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
516,ABS009,3/08/2022 0:00,4156,Eucalyptus piperita,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0
517,ABS009,3/08/2022 0:00,EUCA,Eucalyptus spp.,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0
518,ABS009,3/08/2022 0:00,2440,Gahnia microstachya,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
519,ABS009,3/08/2022 0:00,2864,Gompholobium glabratum,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,ABS009,3/08/2022 0:00,3242,Gonocarpus longifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
521,ABS009,3/08/2022 0:00,3248,Gonocarpus teucrioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
522,ABS009,3/08/2022 0:00,3175,Goodenia bellidifolia,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
523,ABS009,3/08/2022 0:00,11254,Hakea laevipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
524,ABS009,3/08/2022 0:00,2527,Hibbertia aspera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1
525,ABS009,3/08/2022 0:00,5433,Isopogon anemonifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
526,ABS009,3/08/2022 0:00,5440,Lambertia formosa,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
527,ABS009,3/08/2022 0:00,9080,Leptospermum polyanthum,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
528,ABS009,3/08/2022 0:00,5541,Lepyrodia scariosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
529,ABS009,3/08/2022 0:00,2639,Leucopogon virgatus,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,ABS009,3/08/2022 0:00,6406,Lindsaea linearis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
531,ABS009,3/08/2022 0:00,6298,Lomandra cylindrica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
532,ABS009,3/08/2022 0:00,6511,Lomandra filiformis subsp. coriacea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,ABS009,3/08/2022 0:00,7931,Lomandra filiformis subsp. filiformis,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,ABS009,3/08/2022 0:00,6304,Lomandra glauca,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
535,ABS009,3/08/2022 0:00,6305,Lomandra gracilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
536,ABS009,3/08/2022 0:00,6311,Lomandra multiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
537,ABS009,3/08/2022 0:00,6312,Lomandra obliqua,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,ABS009,3/08/2022 0:00,5445,Lomatia silaifolia,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,ABS009,3/08/2022 0:00,2649,Monotoca scoparia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540,ABS009,3/08/2022 0:00,3301,Patersonia glabrata,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
541,ABS009,3/08/2022 0:00,7141,Patersonia sericea var. longifolia,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
542,ABS009,3/08/2022 0:00,13137,Patersonia sericea var. sericea,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
543,ABS009,3/08/2022 0:00,5462,Persoonia levis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
544,ABS009,3/08/2022 0:00,5468,Persoonia oblongata,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,ABS009,3/08/2022 0:00,5479,Petrophile pulchella,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
546,ABS009,3/08/2022 0:00,8216,Phyllanthus hirtellus,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,ABS009,3/08/2022 0:00,2958,Phyllota phylicoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
548,ABS009,3/08/2022 0:00,2959,Phyllota squarrosa,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,ABS009,3/08/2022 0:00,1145,Platysace linearifolia,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1
550,ABS009,3/08/2022 0:00,POAC,Poaceae indeterminate,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
551,ABS009,3/08/2022 0:00,PTER,Pterostylis spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
552,ABS009,3/08/2022 0:00,11386,Pultenaea tuberculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
553,ABS009,3/08/2022 0:00,2500,Schoenus melanostachys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
554,ABS009,3/08/2022 0:00,2508,Schoenus villosus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
555,ABS009,3/08/2022 0:00,9223,Sphaerolobium minus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
556,ABS009,3/08/2022 0:00,5217,Tetrarrhena juncea,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
557,ABS009,3/08/2022 0:00,6204,Tetratheca ericifolia,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,ABS009,3/08/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
559,ABS009,3/08/2022 0:00,7919,Xanthorrhoea minor subsp. minor,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,ABS009,3/08/2022 0:00,1162,Xanthosia pilosa,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
561,ABS010,16/08/2022 0:00,3774,Acacia fimbriata,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
562,ABS010,16/08/2022 0:00,3885,Acacia terminalis,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
563,ABS010,16/08/2022 0:00,3893,Acacia ulicifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
564,ABS010,16/08/2022 0:00,2677,Amperea xiphoclada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
565,ABS010,16/08/2022 0:00,4671,Billardiera scandens,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
566,ABS010,16/08/2022 0:00,3535,Caesia parviflora,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,ABS010,16/08/2022 0:00,CASY,Cassytha spp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,ABS010,16/08/2022 0:00,2341,Caustis flexuosa,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1
569,ABS010,16/08/2022 0:00,CRYT,Cryptostylis spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570,ABS010,16/08/2022 0:00,3174,Dampiera stricta,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
571,ABS010,16/08/2022 0:00,3540,Dianella caerulea,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,ABS010,16/08/2022 0:00,2850,Dillwynia retorta,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
573,ABS010,16/08/2022 0:00,4947,Entolasia stricta,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
574,ABS010,16/08/2022 0:00,EPAC,Epacris spp.,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
575,ABS010,16/08/2022 0:00,4156,Eucalyptus piperita,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
576,ABS010,16/08/2022 0:00,EUCA,Eucalyptus spp.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,ABS010,16/08/2022 0:00,EUCA,Eucalyptus spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
578,ABS010,16/08/2022 0:00,EUCA,Eucalyptus spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
579,ABS010,16/08/2022 0:00,2866,Gompholobium latifolium,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,ABS010,16/08/2022 0:00,3248,Gonocarpus teucrioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
581,ABS010,16/08/2022 0:00,3175,Goodenia bellidifolia,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
582,ABS010,16/08/2022 0:00,10198,Goodenia heterophylla subsp. montana,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
583,ABS010,16/08/2022 0:00,5399,Grevillea sericea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
584,ABS010,16/08/2022 0:00,3236,Haemodorum planifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
585,ABS010,16/08/2022 0:00,2527,Hibbertia aspera,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
586,ABS010,16/08/2022 0:00,6839,Isopogon anethifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
587,ABS010,16/08/2022 0:00,6402,Lepidosperma laterale,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,ABS010,16/08/2022 0:00,9080,Leptospermum polyanthum,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
589,ABS010,16/08/2022 0:00,8196,Leptospermum polygalifolium,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,ABS010,16/08/2022 0:00,8486,Leptospermum trinervium,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
591,ABS010,16/08/2022 0:00,2624,Leucopogon lanceolatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,ABS010,16/08/2022 0:00,6298,Lomandra cylindrica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
593,ABS010,16/08/2022 0:00,7931,Lomandra filiformis subsp. filiformis,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1
594,ABS010,16/08/2022 0:00,6304,Lomandra glauca,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
595,ABS010,16/08/2022 0:00,6305,Lomandra gracilis,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,ABS010,16/08/2022 0:00,6308,Lomandra longifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
597,ABS010,16/08/2022 0:00,6311,Lomandra multiflora,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0
598,ABS010,16/08/2022 0:00,5445,Lomatia silaifolia,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,ABS010,16/08/2022 0:00,2649,Monotoca scoparia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
600,ABS010,16/08/2022 0:00,3301,Patersonia glabrata,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1
601,ABS010,16/08/2022 0:00,7141,Patersonia sericea var. longifolia,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
602,ABS010,16/08/2022 0:00,5462,Persoonia levis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,ABS010,16/08/2022 0:00,8216,Phyllanthus hirtellus,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1
604,ABS010,16/08/2022 0:00,1145,Platysace linearifolia,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
605,ABS010,16/08/2022 0:00,5133,Poa labillardierei,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,ABS010,16/08/2022 0:00,9912,Podolobium ilicifolium,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1
607,ABS010,16/08/2022 0:00,6403,Pteridium esculentum,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
608,ABS010,16/08/2022 0:00,PTER,Pterostylis spp.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
609,ABS010,16/08/2022 0:00,3016,Pultenaea scabra,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
610,ABS010,16/08/2022 0:00,8181,Schizaea bifida,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
611,ABS010,16/08/2022 0:00,6157,Stylidium graminifolium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,ABS010,16/08/2022 0:00,5488,Telopea speciosissima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,ABS010,16/08/2022 0:00,5217,Tetrarrhena juncea,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
614,ABS010,16/08/2022 0:00,6201,Tetratheca bauerifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
615,ABS010,16/08/2022 0:00,3574,Thysanotus tuberosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0
616,ABS010,16/08/2022 0:00,12580,Viola silicestris,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
617,ABS010,16/08/2022 0:00,1162,Xanthosia pilosa,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,ABS011,9/08/2022 0:00,3885,Acacia terminalis,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0
619,ABS011,9/08/2022 0:00,9603,Austrostipa pubescens,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
620,ABS011,9/08/2022 0:00,5348,Banksia serrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
621,ABS011,9/08/2022 0:00,4671,Billardiera scandens,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
622,ABS011,9/08/2022 0:00,2778,Bossiaea ensata,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
623,ABS011,9/08/2022 0:00,2780,Bossiaea heterophylla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
624,ABS011,9/08/2022 0:00,CASY,Cassytha spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
625,ABS011,9/08/2022 0:00,2343,Caustis recurvata,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626,ABS011,9/08/2022 0:00,,Choretrum candollei ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,ABS011,9/08/2022 0:00,5556,Cryptandra ericoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
628,ABS011,9/08/2022 0:00,3174,Dampiera stricta,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
629,ABS011,9/08/2022 0:00,2850,Dillwynia retorta,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,ABS011,9/08/2022 0:00,4947,Entolasia stricta,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
631,ABS011,9/08/2022 0:00,2599,Epacris microphylla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
632,ABS011,9/08/2022 0:00,4156,Eucalyptus piperita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
633,ABS011,9/08/2022 0:00,,Eucalyptus spp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,ABS011,9/08/2022 0:00,,Eucalyptus spp.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,ABS011,9/08/2022 0:00,2440,Gahnia microstachya,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
636,ABS011,9/08/2022 0:00,2864,Gompholobium glabratum,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
637,ABS011,9/08/2022 0:00,3240,Gonocarpus elatus,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
638,ABS011,9/08/2022 0:00,3175,Goodenia bellidifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
639,ABS011,9/08/2022 0:00,3236,Haemodorum planifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0
640,ABS011,9/08/2022 0:00,11254,Hakea laevipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
641,ABS011,9/08/2022 0:00,5433,Isopogon anemonifolius,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
642,ABS011,9/08/2022 0:00,5440,Lambertia formosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0
643,ABS011,9/08/2022 0:00,3556,Laxmannia gracilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
644,ABS011,9/08/2022 0:00,6402,Lepidosperma laterale,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,ABS011,9/08/2022 0:00,9080,Leptospermum polyanthum,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
646,ABS011,9/08/2022 0:00,8196,Leptospermum polygalifolium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
647,ABS011,9/08/2022 0:00,8486,Leptospermum trinervium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
648,ABS011,9/08/2022 0:00,2639,Leucopogon virgatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
649,ABS011,9/08/2022 0:00,6298,Lomandra cylindrica,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
650,ABS011,9/08/2022 0:00,6400,Lomandra filiformis,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,ABS011,9/08/2022 0:00,6304,Lomandra glauca,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
652,ABS011,9/08/2022 0:00,6305,Lomandra gracilis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,ABS011,9/08/2022 0:00,6311,Lomandra multiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
654,ABS011,9/08/2022 0:00,6312,Lomandra obliqua,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
655,ABS011,9/08/2022 0:00,5445,Lomatia silaifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
656,ABS011,9/08/2022 0:00,2936,Mirbelia platylobioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
