"barcode","sample","OTU","count","resampled_count","resampled_date","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","unite_db_version","date_assigned","Tube_ID","Site","Transect","Location","mass_extracted","Note"
"SMM7T2",NA,"ITSall_OTUb_7319",779,56,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae",NA,NA,12,1,"Gloniaceae_sp","AY561221","SH1639596.08FU","refs",0.945578231292517,0.972789115646258,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:44 2021","7.2",NA,NA,NA,0.445,NA
"SMM8T1",NA,"ITSall_OTUb_7319",1244,77,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae",NA,NA,12,1,"Gloniaceae_sp","AY561221","SH1639596.08FU","refs",0.945578231292517,0.972789115646258,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:44 2021","8.1",NA,NA,NA,0.208,NA
"SMM11T1",NA,"ITSall_OTUa_126",448,26,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,19,1,"Mortierella_fluviae","KX227755","SH1724697.08FU","refs",1,1,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","11.1",NA,NA,NA,0.362,NA
"SMM26T1A2",NA,"ITSall_OTUa_126",14,3,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,19,1,"Mortierella_fluviae","KX227755","SH1724697.08FU","refs",1,1,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T2",NA,"ITSall_OTUa_126",73,12,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,19,1,"Mortierella_fluviae","KX227755","SH1724697.08FU","refs",1,1,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","26.2",NA,NA,NA,0.423,NA
"SMM34T2",NA,"ITSall_OTUa_126",29,2,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,19,1,"Mortierella_fluviae","KX227755","SH1724697.08FU","refs",1,1,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","34.2",NA,NA,NA,0.404,NA
"SMM5T1",NA,"ITSall_OTUa_126",216,6,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,19,1,"Mortierella_fluviae","KX227755","SH1724697.08FU","refs",1,1,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","5.1",NA,NA,NA,0.471,NA
"SMM11T1",NA,"ITSall_OTUa_43",27,0,NA,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA,42,0.954545454545455,"Talaromyces_verruculosus","KF741994","SH2152857.08FU","refs",1,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","11.1",NA,NA,NA,0.362,NA
"SMM31T2",NA,"ITSall_OTUa_43",46,7,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA,42,0.954545454545455,"Talaromyces_verruculosus","KF741994","SH2152857.08FU","refs",1,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","31.2",NA,NA,NA,0.45,NA
"SMM10T2",NA,"ITSall_OTUb_7936",33,7,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","10.2",NA,NA,NA,0.398,NA
"SMM11T1",NA,"ITSall_OTUb_7936",40,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","11.1",NA,NA,NA,0.362,NA
"SMM26T1A2",NA,"ITSall_OTUb_7936",136,43,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T2",NA,"ITSall_OTUb_7936",326,31,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","26.2",NA,NA,NA,0.423,NA
"SMM31T1",NA,"ITSall_OTUb_7936",133,35,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","31.1",NA,NA,NA,0.18,NA
"SMM31T2",NA,"ITSall_OTUb_7936",57,7,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","31.2",NA,NA,NA,0.45,NA
"SMM34T1",NA,"ITSall_OTUb_7936",3465,145,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","34.1",NA,NA,NA,0.406,NA
"SMM34T2",NA,"ITSall_OTUb_7936",121,4,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","34.2",NA,NA,NA,0.404,NA
"SMM56T1",NA,"ITSall_OTUb_7936",272,15,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","56.1",NA,NA,NA,NA,NA
"SMM5T1",NA,"ITSall_OTUb_7936",41,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","5.1",NA,NA,NA,0.471,NA
"SMM7T1",NA,"ITSall_OTUb_7936",3022,588,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","7.1",NA,NA,NA,0.249,NA
"SMM7T2",NA,"ITSall_OTUb_7936",554,32,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","7.2",NA,NA,NA,0.445,NA
"SMM8T1",NA,"ITSall_OTUb_7936",491,26,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,1,1,"Venturia_sp","UDB0540661","SH1542567.08FU","reps",0.967532467532468,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","8.1",NA,NA,NA,0.208,NA
"SMM7T2",NA,"ITSall_OTUf_3597",20,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA,31,0.775,"Pleosporales_sp","KP843441","SH1186305.08FU","reps_singleton",1,1,"Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","7.2",NA,NA,NA,0.445,NA
"SMM34T1",NA,"ITSall_OTUa_8474",13,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Pseudoplectania","Pseudoplectania_affinis",1,1,"Pseudoplectania_affinis","JX669826","SH1565709.08FU","refs",1,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","34.1",NA,NA,NA,0.406,NA
"SMM56T1",NA,"ITSall_OTUa_8474",172,12,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Pseudoplectania","Pseudoplectania_affinis",1,1,"Pseudoplectania_affinis","JX669826","SH1565709.08FU","refs",1,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","56.1",NA,NA,NA,NA,NA
"SMM11T1",NA,"ITSall_OTUa_119",47,3,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola",NA,12,1,"Leohumicola_minima","AY706329","SH1734152.08FU","refs",0.993150684931507,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","11.1",NA,NA,NA,0.362,NA
"SMM26T1A2",NA,"ITSall_OTUa_119",36,20,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola",NA,12,1,"Leohumicola_minima","AY706329","SH1734152.08FU","refs",0.993150684931507,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T2",NA,"ITSall_OTUa_119",52,4,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola",NA,12,1,"Leohumicola_minima","AY706329","SH1734152.08FU","refs",0.993150684931507,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","26.2",NA,NA,NA,0.423,NA
"SMM31T2",NA,"ITSall_OTUa_119",12,4,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola",NA,12,1,"Leohumicola_minima","AY706329","SH1734152.08FU","refs",0.993150684931507,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","31.2",NA,NA,NA,0.45,NA
"SMM7T2",NA,"ITSall_OTUa_119",92,4,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola",NA,12,1,"Leohumicola_minima","AY706329","SH1734152.08FU","refs",0.993150684931507,1,"Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","7.2",NA,NA,NA,0.445,NA
"SMM56T1",NA,"ITSall_OTUj_11993",72,5,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Scleroconidioma","Scleroconidioma_sphagnicola",1,1,"Scleroconidioma_sphagnicola","AY220610","SH1515063.08FU","refs",1,1,"Pathotroph","Plant Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","56.1",NA,NA,NA,NA,NA
"SMM5T1",NA,"ITSall_OTUa_6723",18,0,NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,13,0.928571428571429,"Cortinarius_sp","AF461591","SH1503797.08FU","reps",1,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","5.1",NA,NA,NA,0.471,NA
"SMM26T1A2",NA,"ITSall_OTUa_988",168,50,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_humilis",1,1,"Mortierella_humilis","JN943793","SH1607997.08FU","refs",0.99581589958159,0.99581589958159,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T2",NA,"ITSall_OTUa_988",185,17,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_humilis",1,1,"Mortierella_humilis","JN943793","SH1607997.08FU","refs",0.99581589958159,0.99581589958159,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","26.2",NA,NA,NA,0.423,NA
"SMM31T1",NA,"ITSall_OTUa_988",64,16,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_humilis",1,1,"Mortierella_humilis","JN943793","SH1607997.08FU","refs",0.99581589958159,0.99581589958159,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","31.1",NA,NA,NA,0.18,NA
"SMM34T1",NA,"ITSall_OTUa_988",42,2,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_humilis",1,1,"Mortierella_humilis","JN943793","SH1607997.08FU","refs",0.99581589958159,0.99581589958159,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","34.1",NA,NA,NA,0.406,NA
