"OTU","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild"
"ITSall_OTUj_5010","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,4,1,"Pleosporales_sp","JN607235","SH2588552.08FU","reps_singleton",0.993548387096774,1,NA,NA
"ITSall_OTUd_847","Fungi","Ascomycota","Dothideomycetes","Dothideales",NA,NA,NA,14,0.933333333333333,"Dothideales_sp","KJ406831","SH1515095.08FU","reps",0.920731707317073,0.975609756097561,NA,NA
"ITSall_OTUj_9292","Fungi","Ascomycota","Lecanoromycetes",NA,NA,NA,NA,7,0.777777777777778,"Fungi_sp","JN858117","SH2588665.08FU","reps_singleton",0.75177304964539,0.851063829787234,NA,NA
"ITSall_OTUj_6533","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,10,0.909090909090909,"Lecythophora_sp","UDB0769904","SH1645143.08FU","reps",0.75625,0.89375,NA,NA
"ITSall_OTUj_369","Fungi","Mucoromycota","Mucoromycotina_cls_Incertae_sedis","Mucoromycotina_ord_Incertae_sedis",NA,NA,NA,2,1,"Mucoromycota_sp","UDB014684","SH1648456.08FU","reps",0.984790874524715,1,NA,NA
"ITSall_OTUj_11741","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,1,1,"Helotiales_sp","UDB066184","SH1509605.08FU","reps",0.909090909090909,0.993006993006993,NA,NA
"ITSall_OTUj_4495","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,31,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.950310559006211,0.993788819875776,NA,NA
"ITSall_OTUa_1477","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,9,1,"Hirsutella_thompsonii","EF194148","SH1177924.08FU","reps_singleton",0.85207100591716,0.899408284023669,NA,NA
"ITSall_OTUj_3741","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,23,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.878048780487805,0.981707317073171,NA,NA
"ITSall_OTUd_7273","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Neophaeomoniella",NA,1,1,"Neophaeomoniella_sp","KU854926","SH1191617.08FU","reps_singleton",0.993865030674847,1,NA,NA
"ITSall_OTUd_6519","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,2,1,"Lapidomyces_sp","KX148026","SH1645387.08FU","reps",0.863013698630137,0.931506849315068,NA,NA
"ITSall_OTUj_3532","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,29,1,"Dactylidina_dactylidis","MG828886","SH1888240.08FU","refs",0.870967741935484,0.980645161290323,NA,NA
"ITSall_OTUm_1288","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.797546012269939,0.950920245398773,NA,NA
"ITSall_OTUj_28255","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,42,0.875,"Helotiales_sp","UDB0766646","SH1509574.08FU","reps",0.885135135135135,0.939189189189189,NA,NA
"ITSall_OTUh_699","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae",NA,NA,2,0.666666666666667,"Dothideales_sp","KJ406831","SH1515095.08FU","reps",0.951219512195122,0.975609756097561,NA,NA
"ITSall_OTUa_7294","Fungi","Chytridiomycota","Spizellomycetes",NA,NA,NA,NA,1,1,"Spizellomycetales_sp","UDB014646","SH1658005.08FU","reps",0.985815602836879,1,NA,NA
"ITSall_OTUj_3733","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,32,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.949685534591195,0.993710691823899,NA,NA
"ITSall_OTUa_8953","Fungi","Chytridiomycota","Spizellomycetes",NA,NA,NA,NA,1,1,"Spizellomycetales_sp","UDB0183020","SH1651617.08FU","reps",0.991902834008097,0.995951417004049,NA,NA
"ITSall_OTUj_27809","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,31,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.95679012345679,0.993827160493827,NA,NA
"ITSall_OTUj_9221","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales",NA,NA,NA,1,1,"Tranzscheliella_sp","KX832844","SH1648975.08FU","reps",0.884758364312268,0.970260223048327,NA,NA
"ITSall_OTUj_3672","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,10,0.833333333333333,"Pleosporales_sp","UDB0729335","SH1527195.08FU","reps",0.87012987012987,0.961038961038961,NA,NA
"ITSall_OTUj_1307","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,8,0.8,"Fungi_sp","KY776236","SH1239396.08FU","reps_singleton",0.960264900662252,1,NA,NA
"ITSall_OTUa_4440","Fungi","Ascomycota","Dothideomycetes","Neocelosporiales","Neocelosporiaceae",NA,NA,1,1,"Neocelosporium_eucalypti","MK047452","SH2593159.08FU","reps_singleton",0.91358024691358,0.969135802469136,NA,NA
"ITSall_OTUa_3828","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae",NA,NA,6,1,"Vanrija_fragicola","AB035588","SH1616880.08FU","refs",0.932926829268293,0.981707317073171,NA,NA
"ITSall_OTUj_3645","Fungi","Mucoromycota","Endogonomycetes",NA,NA,NA,NA,15,0.882352941176471,"GS22_sp","UDB0670155","SH2721672.08FU","reps",0.936758893280632,0.99604743083004,NA,NA
"ITSall_OTUj_4213","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,17,1,"Devriesia_staurophora","LR736048","SH3594608.08FU","reps",0.857142857142857,0.972789115646258,NA,NA
"ITSall_OTUd_5301","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,38,0.95,"Fungi_sp","UDB0747315","SH2738659.08FU","reps",0.94,1,NA,NA
"ITSall_OTUj_2384","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,23,0.884615384615385,"Chaetothyriales_sp","EU888622","SH1557299.08FU","refs",0.945454545454545,0.987878787878788,NA,NA
"ITSall_OTUj_6070","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,22,0.956521739130435,"Aspergillus_spathulatus","EF669943","SH1896047.08FU","refs",0.982142857142857,0.994047619047619,NA,NA
"ITSall_OTUa_6839","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Alfaria","Alfaria_caricicola",1,1,"Alfaria_caricicola","KU845983","SH1557980.08FU","refs",0.994285714285714,0.994285714285714,NA,NA
"ITSall_OTUk_7041","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,2,1,"Fungi_sp","KF675387","SH1183489.08FU","reps_singleton",0.929078014184397,0.950354609929078,NA,NA
"ITSall_OTUj_1447","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Pseudoarthrographis",NA,1,1,"Pseudoarthrographis_phlogis","MH327796","SH2761959.08FU","refs_singleton",0.953947368421053,0.993421052631579,NA,NA
"ITSall_OTUi_1509","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,4,1,"Fungi_sp","KF675387","SH1183489.08FU","reps_singleton",0.922535211267606,0.964788732394366,NA,NA
"ITSall_OTUj_9604","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA,1,1,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.917525773195876,1,NA,NA
"ITSall_OTUk_569","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae",NA,NA,3,1,"Sebacinales_sp","MH348615","SH2707737.08FU","reps",0.944723618090452,1,NA,NA
"ITSall_OTUj_2440","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,9,1,"Pleosporales_sp","KY776225","SH1612346.08FU","reps",0.869822485207101,0.970414201183432,NA,NA
"ITSall_OTUj_495","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,10,0.769230769230769,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.879396984924623,0.924623115577889,NA,NA
"ITSall_OTUh_455","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,25,1,"Penicillium_guaibinense","MH674389","SH1535852.08FU","reps",1,1,NA,NA
"ITSall_OTUa_1552","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae",NA,NA,6,0.545454545454545,"Papiliotrema_rajasthanensis","KY104474","SH1576895.08FU","refs",0.971751412429379,1,NA,NA
"ITSall_OTUk_1315","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,31,0.96875,"Polyporales_sp","GQ851805","SH1191586.08FU","reps_singleton",0.930348258706468,0.960199004975124,NA,NA
"ITSall_OTUj_6763","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,2,0.666666666666667,"Talaromyces_sp","MT079858","SH3568295.08FU","reps_singleton",0.932515337423313,0.993865030674847,NA,NA
"ITSall_OTUj_12994","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae",NA,NA,1,1,"Cryptotrichosporon_sp","KU831546","SH1569907.08FU","reps",0.914772727272727,0.9375,NA,NA
"ITSall_OTUj_4416","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,10,0.769230769230769,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.865671641791045,0.920398009950249,NA,NA
"ITSall_OTUb_2780","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,4,0.666666666666667,"Sordariomycetes_sp","AB986409","SH1563553.08FU","reps",0.96078431372549,0.993464052287582,NA,NA
"ITSall_OTUn_2946","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae",NA,NA,1,1,"Goffeauzyma_sp","MH887408","SH2594264.08FU","reps_singleton",0.909090909090909,0.995670995670996,NA,NA
"ITSall_OTUj_7293","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA,10,0.909090909090909,"Colacogloea_sp","FN424107","SH1155390.08FU","reps_singleton",0.837837837837838,0.896396396396396,NA,NA
"ITSall_OTUj_545","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,3,1,"Cancellidium_applanatum","MH860985","SH1650580.08FU","refs",0.801136363636364,0.880681818181818,NA,NA
"ITSall_OTUj_568","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA,1,1,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.923469387755102,1,NA,NA
"ITSall_OTUj_7441","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,1,1,"Devriesia_staurophora","LR736048","SH3594608.08FU","reps",0.797297297297297,0.939189189189189,NA,NA
"ITSall_OTUf_1763","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,11,0.916666666666667,"Hyphoderma_sp","MH281864","SH1146008.08FU","reps_singleton",0.886255924170616,0.976303317535545,NA,NA
"ITSall_OTUa_1146","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,5,1,"Sordariales_sp","KC759492","SH1524069.08FU","reps",0.987261146496815,1,NA,NA
"ITSall_OTUa_6392","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae",NA,NA,1,1,"Powellomycetaceae_sp","MW215511","SH3595799.08FU","reps",0.983193277310924,1,NA,NA
"ITSall_OTUj_2478","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,18,0.9,"Chaetothyriales_sp","KT328794","SH1180848.08FU","reps_singleton",0.904191616766467,0.976047904191617,NA,NA
"ITSall_OTUb_3165","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Allelochaeta",NA,4,0.666666666666667,"Allelochaeta_kriegeriana","MH822986","SH2706477.08FU","reps",1,1,NA,NA
"ITSall_OTUd_732","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,4,0.8,"Eurotiomycetes_sp","UDB0680316","SH1507106.08FU","reps",0.802395209580838,0.946107784431138,NA,NA
"ITSall_OTUa_1448","Fungi","Olpidiomycota",NA,NA,NA,NA,NA,1,1,"Olpidium_brassicae","UDB0339076","SH1528282.08FU","reps",0.656,0.672,NA,NA
"ITSall_OTUd_995","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,9,0.818181818181818,"Helotiales_sp","UDB0769105","SH2599239.08FU","reps_singleton",1,1,NA,NA
"ITSall_OTUd_1394","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,8,0.888888888888889,"Hyaloscyphaceae_sp","UDB0348255","SH1506149.08FU","reps",0.875912408759124,0.963503649635037,NA,NA
"ITSall_OTUb_7104","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae",NA,NA,1,1,"Idriella_sp","MW215120","SH1649645.08FU","reps",0.911262798634812,0.993174061433447,NA,NA
"ITSall_OTUj_7546","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,14,1,"Oidiodendron_sp","UDB0769489","SH1565509.08FU","reps",0.830985915492958,0.901408450704225,NA,NA
"ITSall_OTUj_460","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,17,1,"Fungi_sp","MF971861","SH1188964.08FU","reps_singleton",0.890710382513661,0.956284153005464,NA,NA
"ITSall_OTUd_141","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales",NA,NA,NA,2,1,"Pseudophaeomoniella_oleicola","KU325429","SH1143164.08FU","reps_singleton",0.878612716763006,0.982658959537572,NA,NA
"ITSall_OTUj_1876","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,2,1,"Austroafricana_keanei","HM012878","SH1154593.08FU","reps_singleton",0.929577464788732,0.992957746478873,NA,NA
"ITSall_OTUd_7267","Fungi","Ascomycota","Dothideomycetes","Patellariales",NA,NA,NA,1,1,"Fungi_sp","MF976708","SH1245747.08FU","reps_singleton",0.817567567567568,0.932432432432432,NA,NA
"ITSall_OTUj_4190","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,24,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.878787878787879,0.951515151515152,NA,NA
"ITSall_OTUg_312","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,20,1,"Fungi_sp","KR016504","SH1191583.08FU","reps_singleton",0.865384615384615,0.961538461538462,NA,NA
"ITSall_OTUd_165","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae",NA,NA,4,0.8,"Chaetophoma_sp","LS997560","SH2594371.08FU","reps_singleton",0.933333333333333,0.973333333333333,NA,NA
"ITSall_OTUa_5236","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,9,1,"Pleosporales_sp","UDB0464237","SH2733255.08FU","reps",0.560810810810811,0.560810810810811,NA,NA
"ITSall_OTUm_1039","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,4,0.8,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.796296296296296,0.932098765432099,NA,NA
"ITSall_OTUd_5079","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,43,0.977272727272727,"Mycosphaerellaceae_sp","LN997695","SH1577633.08FU","reps",0.835714285714286,0.957142857142857,NA,NA
"ITSall_OTUj_18036","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,14,1,"Capnodiales_sp","KF800218","SH1238070.08FU","reps_singleton",0.985611510791367,0.985611510791367,NA,NA
"ITSall_OTUd_168","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Celotheliaceae",NA,NA,1,1,"Phaeomoniellales_sp","KP992094","SH1615017.08FU","reps",0.832335329341317,0.88622754491018,NA,NA
"ITSall_OTUa_5542","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae",NA,NA,14,0.777777777777778,"Pleosporales_sp","UDB0373133","SH1555304.08FU","reps",1,1,NA,NA
"ITSall_OTUj_28376","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,17,1,"Chaetothyriales_sp","LC440258","SH3565619.08FU","reps_singleton",0.904494382022472,1,NA,NA
"ITSall_OTUj_5549","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Pseudoarthrographis",NA,1,1,"Pseudoarthrographis_phlogis","MH327796","SH2761959.08FU","refs_singleton",0.973684210526316,0.993421052631579,NA,NA
"ITSall_OTUb_2644","Fungi","Ascomycota",NA,NA,NA,NA,NA,12,0.521739130434783,"Ascomycota_sp","KF618021","SH1176038.08FU","reps_singleton",0.821917808219178,0.917808219178082,NA,NA
"ITSall_OTUj_2476","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,1,1,"Eurotiales_sp","AB986366","SH1564669.08FU","reps",0.910714285714286,0.946428571428571,NA,NA
"ITSall_OTUc_987","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA,16,1,"Russulales_sp","UDB0306179","SH2735371.08FU","reps",0.950276243093923,1,NA,NA
"ITSall_OTUj_5473","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,21,1,"Acrodontium_crateriforme","AY843112","SH1154617.08FU","reps_singleton",0.841379310344828,0.958620689655172,NA,NA
"ITSall_OTUa_1064","Fungi","Chytridiomycota","Chytridiomycetes",NA,NA,NA,NA,2,1,"Chytridiomycetes_sp","UDB0628387","SH2729586.08FU","reps",0.905172413793103,1,NA,NA
"ITSall_OTUa_9180","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,25,1,"Massarina_albocarnis","EU552142","SH1645902.08FU","reps",0.842105263157895,0.921052631578947,NA,NA
"ITSall_OTUa_4902","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,10,1,"Bulleromyces_sp","LC272845","SH1238866.08FU","reps_singleton",0.954545454545455,0.977272727272727,NA,NA
"ITSall_OTUj_4","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,26,1,"Hyaloscyphaceae_sp","KY522930","SH1156146.08FU","reps_singleton",0.905405405405405,0.972972972972973,NA,NA
"ITSall_OTUa_3357","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales",NA,NA,NA,1,1,"Malassezia_globosa","GU291271","SH1565715.08FU","refs",0.878892733564014,0.892733564013841,NA,NA
"ITSall_OTUb_8248","Fungi","Ascomycota","Dothideomycetes","Myriangiales",NA,NA,NA,1,1,"Fungi_sp","KT804142","SH1245618.08FU","reps_singleton",0.818181818181818,0.836363636363636,NA,NA
"ITSall_OTUb_7066","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales",NA,NA,NA,1,1,"Malassezia_globosa","GU291271","SH1565715.08FU","refs",0.882352941176471,0.892733564013841,NA,NA
"ITSall_OTUm_329","Fungi","Ascomycota","Dothideomycetes","Venturiales",NA,NA,NA,1,1,"Ochroconis_sp","KP235775","SH1563168.08FU","reps",0.895287958115183,0.968586387434555,NA,NA
"ITSall_OTUa_4048","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,1,1,"Sidera_lunata","DQ873593","SH1652255.08FU","refs",0.852534562211982,0.903225806451613,NA,NA
"ITSall_OTUj_7281","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,17,0.944444444444444,"Auriculariales_sp","KM374359","SH1573059.08FU","reps",0.905263157894737,0.973684210526316,NA,NA
"ITSall_OTUc_983","Fungi","Ascomycota","Sordariomycetes","Phyllachorales","Phyllachoraceae","Phyllachora","Phyllachora_eucalypti",1,1,"Phyllachora_eucalypti","DQ923538","SH1184918.08FU","reps_singleton",0.994350282485876,1,NA,NA
"ITSall_OTUn_17","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae",NA,NA,19,0.904761904761905,"Phanerochaete_incarnata","MF399407","SH1573716.08FU","refs",0.926829268292683,0.980487804878049,NA,NA
"ITSall_OTUj_3913","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,3,0.75,"Sordariomycetes_sp","AB986409","SH1563553.08FU","reps",0.941558441558442,0.980519480519481,NA,NA
"ITSall_OTUm_4016","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae",NA,NA,9,0.9,"Inocybe_sp","UDB0612393","SH2617408.08FU","reps_singleton",0.954081632653061,0.989795918367347,NA,NA
"ITSall_OTUb_7224","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","HQ634631","SH1247357.08FU","reps_singleton",0.85,0.9625,NA,NA
"ITSall_OTUd_5336","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Neotrimmatostroma",NA,2,0.666666666666667,"Neotrimmatostroma_paraexcentricum","KX228285","SH1521521.08FU","refs",0.979591836734694,1,NA,NA
"ITSall_OTUe_5992","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,39,1,"Allobotryotrichum_sp","MN215717","SH3590238.08FU","reps",0.986928104575163,1,NA,NA
"ITSall_OTUn_8010","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,4,1,"Agaricomycetes_sp","FR648397","SH1650266.08FU","reps",0.817777777777778,0.822222222222222,NA,NA
"ITSall_OTUa_3368","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae",NA,NA,1,1,"Cryptotrichosporon_anacardii","AY549985","SH1569909.08FU","refs",0.903614457831325,1,NA,NA
"ITSall_OTUj_28727","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",NA,1,1,"Papiliotrema_anemochoreius","DQ830986","SH1650811.08FU","refs",0.978021978021978,1,NA,NA
"ITSall_OTUj_2676","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,12,0.666666666666667,"Tremellodendropsidales_sp","FJ524308","SH1190972.08FU","reps_singleton",0.933962264150943,1,NA,NA
"ITSall_OTUj_2145","Fungi","Basidiomycota","Agaricomycetes","Phallales",NA,NA,NA,9,1,"Ileodictyon_gracile","GQ981521","SH1561848.08FU","reps",0.855,0.89,NA,NA
"ITSall_OTUn_7789","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Neophaeomoniella",NA,2,0.666666666666667,"Phaeomoniella_sp","KU325223","SH2590364.08FU","reps_singleton",0.969325153374233,1,NA,NA
"ITSall_OTUj_839","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomonodictydaceae",NA,NA,1,1,"Pleosporales_sp","KT751066","SH1152072.08FU","reps_singleton",0.936305732484076,1,NA,NA
"ITSall_OTUj_28519","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,11,1,"Herpotrichiellaceae_sp","UDB0758162","SH1529742.08FU","reps",0.865921787709497,0.921787709497207,NA,NA
"ITSall_OTUm_14474","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA,8,1,"Endogone_sp","UDB0497139","SH2615004.08FU","reps_singleton",0.772,0.864,NA,NA
"ITSall_OTUj_8887","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,13,1,"Herpotrichiellaceae_sp","UDB0758162","SH1529742.08FU","reps",0.853932584269663,0.926966292134832,NA,NA
"ITSall_OTUn_6253","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Neophaeomoniella",NA,2,0.666666666666667,"Phaeomoniella_sp","KU325223","SH2590364.08FU","reps_singleton",0.975460122699387,1,NA,NA
"ITSall_OTUj_26704","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales",NA,NA,NA,1,1,"Fungi_sp","KF274146","SH2588999.08FU","reps_singleton",0.661691542288557,0.706467661691542,NA,NA
"ITSall_OTUj_1377","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA,1,1,"Pezizomycetes_sp","MT528054","SH1552007.08FU","reps",0.887005649717514,0.977401129943503,NA,NA
"ITSall_OTUa_4249","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,7,1,"Strelitziana_albiziae","HQ599584","SH1613990.08FU","refs",0.897142857142857,0.96,NA,NA
"ITSall_OTUm_11301","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae",NA,NA,9,0.9,"Inocybe_sp","UDB0612393","SH2617408.08FU","reps_singleton",0.953846153846154,0.994871794871795,NA,NA
"ITSall_OTUa_7884","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,3,1,"Fungi_sp","MT236999","SH2743442.08FU","reps",0.975609756097561,1,NA,NA
"ITSall_OTUj_2263","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Tracylla","Tracylla_aristata",1,1,"Tracylla_aristata","KX306770","SH1646547.08FU","refs",1,1,NA,NA
"ITSall_OTUb_2661","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,10,1,"Herpotrichiellaceae_sp","UDB0758162","SH1529742.08FU","reps",0.860335195530726,0.921787709497207,NA,NA
"ITSall_OTUa_2594","Fungi","Ascomycota","Sordariomycetes","Pararamichloridiales","Pararamichloridiaceae","Pararamichloridium",NA,1,1,"Pararamichloridium_caricicola","KM266096","SH1562599.08FU","reps",0.98125,1,NA,NA
"ITSall_OTUd_7162","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,1,1,"Teratosphaeriaceae_sp","KJ406779","SH2589064.08FU","reps_singleton",0.993055555555556,1,NA,NA
"ITSall_OTUj_8557","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.801204819277108,0.963855421686747,NA,NA
"ITSall_OTUj_5195","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,5,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.842424242424242,0.975757575757576,NA,NA
"ITSall_OTUa_949","Fungi","Mucoromycota","Mucoromycetes","Mucorales",NA,NA,NA,4,1,"Cunninghamella_polymorpha","KT159917","SH2700668.08FU","reps",0.738916256157635,0.852216748768473,NA,NA
"ITSall_OTUd_6620","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,1,1,"Eurotiales_sp","UDB004171","SH1564673.08FU","reps",0.969512195121951,0.99390243902439,NA,NA
"ITSall_OTUa_9304","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA,42,1,"Blackwellomyces_sp","MT000695","SH3596042.08FU","reps",0.981481481481482,1,NA,NA
"ITSall_OTUj_11335","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae",NA,NA,9,0.9,"Umbelopsis_isabellina","UDB0765093","SH1522279.08FU","reps",0.95049504950495,0.975247524752475,NA,NA
"ITSall_OTUb_7223","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,23,1,"Calcarisporium_sp","UDB0363098","SH1568859.08FU","reps",0.898809523809524,1,NA,NA
